interval_start_timestamp,channel_name,channel_id,listeners,communicators
2022-08-16T00:00:00+00:00,라운지,987566840257589302,8,10
2022-08-16T00:00:00+00:00,웹) ⚛🩴 쪼리,993131398586171482,4,5
2022-08-16T00:00:00+00:00,웹) CICD,993131471168622704,2,4
2022-08-16T00:00:00+00:00,웹) Laravel🚀,993131751515881522,6,6
2022-08-16T00:00:00+00:00,데이터 분석 1기,993440298430636112,20,14
2022-08-16T00:00:00+00:00,coding-competition,1001441204950532198,18,14
2022-08-16T00:00:00+00:00,병아리반 미션 뽀개기,1001821284512043099,23,15
